occurrence_no	record_type	reid_no	flags	collection_no	identified_name	identified_rank	identified_no	difference	accepted_name	accepted_rank	accepted_no	early_interval	late_interval	max_ma	min_ma	reference_no
1518321	occ			201998	Stenotatus sp.	genus	43560		Stenotatus	genus	43560	Late Miocene		11.608	5.333	73269
1518323	occ			201998	Macrochorobates scalabrinii	species	68407		Macrochorobates scalabrinii	species	68406	Late Miocene		11.608	5.333	73269
1518328	occ			212110	cf. Simomylodon sp.	genus	379470		Simomylodon	genus	379470	Late Miocene		11.608	5.333	73269
1518329	occ			212110	Simomylodon cf. uccasamamensis	species	379471		Simomylodon uccasamamensis	species	379471	Late Miocene		11.608	5.333	73269
1518331	occ			212113	Arctotherium angustidens	species	424146		Arctotherium angustidens	species	424146	Ensenadan		1.2	0.781	73270
1518785	occ			176290	n. gen. Helicolophodon n. sp. giganteus	species	356392	subjective synonym of	Parastrapotherium holmbergi	species	53671	Mustersan		48	42	73279
1518827	occ			175761	n. gen. Albertogaudrya n. sp. robusta	species	424152		Albertogaudrya robusta	species	424152	Mustersan		48	42	73279
1518828	occ			175761	n. gen. Isolophodon n. sp. cingulosus	species	424153		Isolophodon cingulosus	species	424153	Mustersan		48	42	73279
1518829	occ			175761	n. gen. Trigonolophodon n. sp. inflatus	species	57078		Trigonolophodon inflatus	species	57078	Mustersan		48	42	73279
1518830	occ			175761	Trigonolophodon n. sp. elegans	species	57079		Trigonolophodon elegans	species	57079	Mustersan		48	42	73279
1518909	occ			212250	Puma concolor	species	51265		Puma concolor	species	46513	Holocene		0.0117	0	73293
1518910	occ			212250	Nothrotherium maquinense	species	261435		Nothrotherium maquinense	species	261435	Holocene		0.0117	0	73293
1518912	occ			212250	Furipterus horrens	species	159138	species not entered	Furipterus	genus	159138	Holocene		0.0117	0	73294
1518913	occ			212250	Chrotopterus auritus	species	273786		Chrotopterus auritus	species	273786	Holocene		0.0117	0	73294
1518914	occ			212250	Mormoops cf. megalophylla	species	367936	obsolete variant of	Mormoops megaphylla	species	48814	Holocene		0.0117	0	73294
1518915	occ			212250	Pteronotus gymnonotus	species	340017	species not entered	Pteronotus	genus	340017	Holocene		0.0117	0	73294
1518916	occ			212250	Pteronotus parnellii	species	425152		Pteronotus parnellii	species	425152	Holocene		0.0117	0	73294
1518917	occ			212250	Noctilio leporinus	species	233610		Noctilio leporinus	species	104144	Holocene		0.0117	0	73294
1518918	occ			212251	Myocastor coypus	species	231489		Myocastor coypus	species	231488	Late Pleistocene	Holocene	0.126	0	73294
1518919	occ			212251	Holochilus sciureus	species	380038		Holochilus sciureus	species	380038	Late Pleistocene	Holocene	0.126	0	73294
1518920	occ			212251	Natalus cf. macrourus	species	159137	species not entered	Natalus	genus	159137	Late Pleistocene	Holocene	0.126	0	73294
1518922	occ			212251	Pecari tajacu	species	50045		Pecari tajacu	species	51899	Late Pleistocene	Holocene	0.126	0	73294
1518923	occ			212251	Palaeolama major	species	273839	recombined as	Palaeolama (Palaeolama) major	species	273839	Late Pleistocene	Holocene	0.126	0	73294
1518924	occ			212251	Puma concolor	species	51265		Puma concolor	species	46513	Late Pleistocene	Holocene	0.126	0	73294
1518925	occ			212251	Leopardus pardalis	species	47513		Leopardus pardalis	species	46525	Late Pleistocene	Holocene	0.126	0	73294
1518926	occ			212251	Chrysocyon brachyurus	species	232948		Chrysocyon brachyurus	species	232947	Late Pleistocene	Holocene	0.126	0	73294
1518929	occ			212251	Tonatia bidens	species	269559	species not entered	Tonatia	genus	269559	Late Pleistocene	Holocene	0.126	0	73294
1518930	occ			212251	Trachops cirrhosus	species	117401		Trachops cirrhosus	species	117399	Late Pleistocene	Holocene	0.126	0	73294
1518931	occ			212251	Eira cf. barbara	species	232924		Eira barbara	species	104166	Late Pleistocene	Holocene	0.126	0	73294
1518946	occ			198852	Sparassocynus derivatus	species	423003		Sparassocynus derivatus	species	423003	Chapadmalalan		4	3	73301
1518947	occ			198849	Sparassocynus derivatus	species	423003		Sparassocynus derivatus	species	423003	Chapadmalalan		4	3	73301
1518948	occ			87314	cf. Eucinepeltus sp.	genus	314383		Eucinepeltus	genus	55024	Santacrucian		17.5	16.3	73302
1519088	occ			211573	Sclerocalyptus n. sp. matthewi	species	424263		Sclerocalyptus matthewi	species	424263	Late Pliocene		3.6	2.588	73327
1519090	occ			157795	Megatherium n. sp. bergi	species	395655		Megatherium bergi	species	395655	Montehermosan	Chapadmalalan	6.8	3	73328
1519098	occ			157795	Pyramiodontherium n. sp. dubium	species	395136	subjective synonym of	Pyramiodontherium bergi	species	387556	Montehermosan	Chapadmalalan	6.8	3	73328
1519108	occ			207597	Macrochorobates n. sp. istilarti	species	68405	species not entered	Macrochorobates	genus	68405	Pliocene		5.333	2.588	73328
1519109	occ			212301	n. gen. Megatheridium n. sp. annectens	species	395662		Megatheridium annectens	species	395662	Huayquerian		9	6.8	73328
1519110	occ			79180	Plesiomegatherium n. sp. halmyronomum	species	395131		Plesiomegatherium halmyronomum	species	395131	Chasicoan		10	9	73328
1519111	occ			202340	Neosclerocalyptus sp.	genus	117307		Neosclerocalyptus	genus	117307	Chapadmalalan		4	3	73331
1519113	occ			207619	n. gen. Elassotherium n. sp. altirostre	species	399043	subjective synonym of	Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	73330
1519122	occ			212302	n. gen. Aspidocalyptus n. sp. castroi	species	397789		Aspidocalyptus castroi	species	397789	Huayquerian		9	6.8	73330
1519123	occ			212302	n. gen. Epecuenia n. sp. thoatherioides	species	419413		Epecuenia thoatherioides	species	419413	Huayquerian		9	6.8	73330
1519125	occ			212302	n. gen. Coscinocercus n. sp. marcalaini	species	424267		Coscinocercus marcalaini	species	424267	Huayquerian		9	6.8	73330
1519126	occ			212302	Coscinocercus n. sp. brachyurus	species	424268		Coscinocercus brachyurus	species	424268	Huayquerian		9	6.8	73330
1519127	occ			212302	Pseudotypotherium carhuense	species	394649		Pseudotypotherium carhuense	species	394649	Huayquerian		9	6.8	73330
1519128	occ			212302	Typotheriodon grandis	species	394652		Typotheriodon grandis	species	394652	Huayquerian		9	6.8	73330
1519129	occ			212302	Typotheriopsis minimus	species	424269		Typotheriopsis minimus	species	424269	Huayquerian		9	6.8	73330
1519130	occ			212302	Eoauchenia n. sp. cingulata	species	424270		Eoauchenia cingulata	species	424270	Huayquerian		9	6.8	73330
1519131	occ			212302	n. gen. Macrauchenidia n. sp. latidens	species	423163	subjective synonym of	Huayqueriana cristata	species	384286	Huayquerian		9	6.8	73330
1519133	occ			212305	Protypotherium cf. antiquum	species	240046		Protypotherium antiquum	species	240046	Tortonian		11.62	7.246	73334
1519135	occ			204596	Brachytherium cuspidatum	species	246253		Brachytherium cuspidatum	species	246253	Huayquerian		9	6.8	73335
1519139	occ			212306	Scirrotherium carinatum	species	291891	recombined as	Kraglievichia carinatum	species	291891	Huayquerian		9	6.8	73335
1519141	occ			212306	cf. Prodolichotis sp.	genus	42122		Prodolichotis	genus	42122	Huayquerian		9	6.8	73335
1519143	occ			212308	Ctenomys n. sp. viarapaensis	species	424271		Ctenomys viarapaensis	species	424271	Holocene		0.0117	0	73337
1519144	occ			212310	Prozaedyus n. sp. scillatoyanei	species	424272		Prozaedyus scillatoyanei	species	424272	Chasicoan		10	9	73338
1519200	occ			87201	Proscelidodon n. sp. almagroi	species	388681	subjective synonym of	Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	63683
1519201	occ			140925	Proscelidodon gracillimus	species	388680		Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	73341
1519202	occ			204598	Proscelidodon gracillimus	species	388680		Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	73341
1519203	occ			152061	Proscelidodon gracillimus	species	388680		Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	73341
1519204	occ			151498	Proscelidodon gracillimus	species	388680		Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	73341
1519205	occ			204363	Proscelidodon gracillimus	species	388680		Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	73341
1519206	occ			192135	Proscelidodon gracillimus	species	388680		Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	73341
1519207	occ			152067	Proscelidodon gracillimus	species	388680		Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	73341
1519208	occ			151500	Proscelidodon gracillimus	species	388680		Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	73341
1519209	occ			141939	Proscelidodon gracillimus	species	388680		Proscelidodon gracillimus	species	388680	Huayquerian	Montehermosan	9	4	73341
1519210	occ			211640	Proscelidodon gracillimus	species	388680		Proscelidodon gracillimus	species	388680	Huayquerian		9	6.8	73341
1519216	occ			212320	cf. Kibenikhoria sp.	genus	43347		Kibenikhoria	genus	43347	Early Eocene	Middle Eocene	55.8	37.2	73346
1519218	occ			212321	Kibenikhoria sp.	genus	43347		Kibenikhoria	genus	43347	Early Eocene	Middle Eocene	55.8	37.2	73346
1519222	occ			212322	Cyonasua cf. pascuali	species	262185		Cyonasua pascuali	species	262185	Huayquerian		9	6.8	73347
1519223	occ			189517	n. gen. Notiomastodon n. sp. ornatus	species	424290	subjective synonym of	Notiomastodon platensis	species	117324	Late Pleistocene		0.126	0.0117	73348
1519224	occ			140159	Didelphis cf. albiventris	species	234384		Didelphis albiventris	species	234384	Lujanian		0.781	0.012	73349
1519225	occ			211641	Didelphis cf. albiventris	species	234384		Didelphis albiventris	species	234384	Lujanian		0.781	0.012	73349
1519226	occ			212323	Didelphis cf. albiventris	species	234384		Didelphis albiventris	species	234384	Lujanian		0.781	0.012	73349
1519269	occ			59321	Nematherium sp.	genus	43637		Nematherium	genus	43637	Burdigalian		20.44	15.97	73350
1519270	occ			59319	Nematherium sp.	genus	43637		Nematherium	genus	43637	Burdigalian		20.44	15.97	73350
1519271	occ			59320	Nematherium sp.	genus	43637		Nematherium	genus	43637	Burdigalian		20.44	15.97	73350
1519284	occ			212327	Eremotherium laurillardi	species	46312		Eremotherium laurillardi	species	48051	Pleistocene		2.588	0.0117	73351
1519285	occ			212327	Panochthus sp.	genus	43587		Panochthus	genus	43587	Pleistocene		2.588	0.0117	73351
1519286	occ			212327	Holmesina paulacoutoi	species	273411		Holmesina paulacoutoi	species	273411	Pleistocene		2.588	0.0117	73351
1519288	occ			212327	Palaeolama major	species	273839	recombined as	Palaeolama (Palaeolama) major	species	273839	Pleistocene		2.588	0.0117	73351
1519289	occ			212327	Notiomastodon platensis	species	373291		Notiomastodon platensis	species	117324	Pleistocene		2.588	0.0117	73351
1519297	occ			139577	Parastrapotherium sp.	genus	43463		Parastrapotherium	genus	43463	Colhuehuapian		21	17.5	73352
1519299	occ			137122	Theosodon sp.	genus	43503		Theosodon	genus	43503	Serravallian		13.82	11.62	73352
1519300	occ			41608	n. gen. Apeirodon n. sp. sorianoi	species	424292		Apeirodon sorianoi	species	424292	Priabonian		38	33.9	73353
1519301	occ			212329	Protypotherium n. sp. concepcionensis	species	424293		Protypotherium concepcionensis	species	424293	Serravallian		13.82	11.62	73352
1519302	occ			212330	Nesodon imbricatus	species	240095		Nesodon imbricatus	species	240095	Santacrucian		17.5	16.3	73352
1519421	occ			203948	Eosclerocalyptus planus	species	68402	subjective synonym of	Eosclerocalyptus proximus	species	387885	Huayquerian	Montehermosan	9	4	73356
1519422	occ			203948	Hoplophractus proximus	species	395867		Hoplophractus proximus	species	395867	Huayquerian	Montehermosan	9	4	73356
1519423	occ			203948	Stromaphorus compressidens	species	418914		Stromaphorus compressidens	species	418914	Huayquerian	Montehermosan	9	4	73356
1519424	occ			203948	Phlyctaenopyga ameghini	species	418915		Phlyctaenopyga ameghini	species	247882	Huayquerian	Montehermosan	9	4	73356
1519425	occ			203948	Lomaphorus corallinus	species	43579	species not entered	Lomaphorus	genus	43579	Huayquerian	Montehermosan	9	4	73356
1519426	occ			203948	Eleutherocercus solidus	species	43574	species not entered	Eleutherocercus	genus	43574	Huayquerian	Montehermosan	9	4	73356
1519427	occ			212333	Eosclerocalyptus planus	species	68402	subjective synonym of	Eosclerocalyptus proximus	species	387885	Huayquerian	Montehermosan	9	4	73356
1519428	occ			212333	Stromaphorus compressidens	species	418914		Stromaphorus compressidens	species	418914	Huayquerian	Montehermosan	9	4	73356
1519430	occ			212333	Phlyctaenopyga ameghini	species	418915		Phlyctaenopyga ameghini	species	247882	Huayquerian	Montehermosan	9	4	73356
1519432	occ			189824	Stromaphorus compressidens	species	418914		Stromaphorus compressidens	species	418914	Zanclean		5.333	3.6	73356
1519433	occ			189824	Phlyctaenopyga ameghini	species	418915		Phlyctaenopyga ameghini	species	247882	Zanclean		5.333	3.6	73356
1519434	occ			189824	Lomaphorus corallinus	species	43579	species not entered	Lomaphorus	genus	43579	Zanclean		5.333	3.6	73356
1519435	occ			189824	Eleutherocercus solidus	species	43574	species not entered	Eleutherocercus	genus	43574	Zanclean		5.333	3.6	73356
1519436	occ			206027	Eosclerocalyptus planus	species	68402	subjective synonym of	Eosclerocalyptus proximus	species	387885	Huayquerian	Montehermosan	9	4	73356
1519437	occ			206027	Hoplophractus proximus	species	395867		Hoplophractus proximus	species	395867	Huayquerian	Montehermosan	9	4	73356
1519438	occ			206027	Phlyctaenopyga ameghini	species	418915		Phlyctaenopyga ameghini	species	247882	Huayquerian	Montehermosan	9	4	73356
1519506	occ			212344	n. gen. Chlamyphractus n. sp. dimartinoi	species	424299	recombined as	Chlamydophractus dimartinoi	species	424299	Chasicoan		10	9	73357
1519559	occ			212351	Holmesina n. sp. cryptae	species	424308		Holmesina cryptae	species	424308	Lujanian		0.781	0.012	73361
1519561	occ			212352	n. gen. Tonnicinctus n. sp. mirus	species	424310		Tonnicinctus mirus	species	424310	Ensenadan		1.2	0.781	73362
1519562	occ			212353	Tonnicinctus mirus	species	424310		Tonnicinctus mirus	species	424310	Lujanian		0.781	0.012	73362
1519563	occ			212353	Equus neogaeus	species	117317	subjective synonym of	Equus caballus	species	46259	Lujanian		0.781	0.012	73362
1520006	occ			136498	Neochoerus sulcidens	species	42131	species not entered	Neochoerus	genus	42131	Late Pleistocene		0.126	0.0117	73389
1520008	occ			136420	Neochoerus sulcidens	species	42131	species not entered	Neochoerus	genus	42131	Late Pleistocene	Holocene	0.126	0	73389
1520009	occ			211842	Neochoerus sulcidens	species	42131	species not entered	Neochoerus	genus	42131	Pleistocene	Holocene	2.588	0	73389
1520011	occ			212448	Catonyx cuvieri	species	272952		Catonyx cuvieri	species	272952	Late Pleistocene	Holocene	0.126	0	73390
1520013	occ			212448	Neochoerus sp.	genus	42131		Neochoerus	genus	42131	Late Pleistocene	Holocene	0.126	0	73390
1520014	occ			212448	Nothrotherium maquinense	species	261435		Nothrotherium maquinense	species	261435	Late Pleistocene	Holocene	0.126	0	73390
1520015	occ			212448	Pachyarmatherium brasiliense	species	161234		Pachyarmatherium brasiliense	species	161234	Late Pleistocene	Holocene	0.126	0	73390
1520016	occ			212448	Palaeolama major	species	273839	recombined as	Palaeolama (Palaeolama) major	species	273839	Late Pleistocene	Holocene	0.126	0	73390
1520017	occ			212448	Pampatherium sp.	genus	43546		Pampatherium	genus	43546	Late Pleistocene	Holocene	0.126	0	73390
1520019	occ			212448	Tapirus sp.	genus	43137		Tapirus	genus	43137	Late Pleistocene	Holocene	0.126	0	73390
1520020	occ			212448	Tayassu pecari	species	52099		Tayassu pecari	species	51898	Late Pleistocene	Holocene	0.126	0	73390
1520021	occ			212448	Valgipes bucklandi	species	272936		Valgipes bucklandi	species	272938	Late Pleistocene	Holocene	0.126	0	73390
1520024	occ			212449	Catonyx cuvieri	species	272952		Catonyx cuvieri	species	272952	Late Pleistocene	Holocene	0.126	0	73390
1520026	occ			212449	Chrysocyon brachyurus	species	232948		Chrysocyon brachyurus	species	232947	Late Pleistocene	Holocene	0.126	0	73390
1520027	occ			212449	Didelphis sp.	genus	39959		Didelphis	genus	39959	Late Pleistocene	Holocene	0.126	0	73390
1520028	occ			212449	Euphractus sexcinctus	species	233574		Euphractus sexcinctus	species	104179	Late Pleistocene	Holocene	0.126	0	73390
1520030	occ			212449	Glyptotherium sp.	genus	43577		Glyptotherium	genus	43577	Late Pleistocene	Holocene	0.126	0	73390
1520031	occ			212449	Holmesina majus	species	43540	species not entered	Holmesina	genus	43540	Late Pleistocene	Holocene	0.126	0	73390
1520032	occ			212449	Hydrochoerus hydrochaeris	species	128740		Hydrochoerus hydrochaeris	species	128739	Late Pleistocene	Holocene	0.126	0	73390
1520033	occ			212449	Holmesina sp.	genus	43540		Holmesina	genus	43540	Late Pleistocene	Holocene	0.126	0	73390
1520036	occ			212449	Neochoerus sp.	genus	42131		Neochoerus	genus	42131	Late Pleistocene	Holocene	0.126	0	73390
1520037	occ			212449	Nothrotherium maquinense	species	261435		Nothrotherium maquinense	species	261435	Late Pleistocene	Holocene	0.126	0	73390
1520038	occ			212449	Notiomastodon platensis	species	373291		Notiomastodon platensis	species	117324	Late Pleistocene	Holocene	0.126	0	73390
1520039	occ			212449	Pachyarmatherium brasiliense	species	161234		Pachyarmatherium brasiliense	species	161234	Late Pleistocene	Holocene	0.126	0	73390
1520040	occ			212449	Palaeolama major	species	273839	recombined as	Palaeolama (Palaeolama) major	species	273839	Late Pleistocene	Holocene	0.126	0	73390
1520041	occ			212449	Panthera onca	species	49735		Panthera onca	species	46524	Late Pleistocene	Holocene	0.126	0	73390
1520042	occ			212449	Propraopus sulcatus	species	161170		Propraopus sulcatus	species	161169	Late Pleistocene	Holocene	0.126	0	73390
1520044	occ			212449	Smilodon populator	species	51618		Smilodon populator	species	51618	Late Pleistocene	Holocene	0.126	0	73390
1520045	occ			212449	Tapirus sp.	genus	43137		Tapirus	genus	43137	Late Pleistocene	Holocene	0.126	0	73390
1520046	occ			212449	Tayassu pecari	species	52099		Tayassu pecari	species	51898	Late Pleistocene	Holocene	0.126	0	73390
1520048	occ			212449	Valgipes bucklandi	species	272936		Valgipes bucklandi	species	272938	Late Pleistocene	Holocene	0.126	0	73390
1520050	occ			212449	Xenorhinotherium bahiensis	species	159139	species not entered	Xenorhinotherium	genus	159139	Late Pleistocene	Holocene	0.126	0	73390
1520051	occ			212450	Glyptodon n. sp. jatunkhirkhi	species	424452		Glyptodon jatunkhirkhi	species	424452	Late Pleistocene		0.126	0.0117	73392
1520052	occ			189512	Nothrotherium cf. torresi	species	43618	species not entered	Nothrotherium	genus	43618	Lujanian		0.781	0.012	73393
1520053	occ			212451	Glyptodon jatunkhirkhi	species	424452		Glyptodon jatunkhirkhi	species	424452	Late Pleistocene		0.126	0.0117	73392
1520054	occ			212452	Glyptodon jatunkhirkhi	species	424452		Glyptodon jatunkhirkhi	species	424452	Late Pleistocene		0.126	0.0117	73392
1520055	occ			212453	Glyptodon jatunkhirkhi	species	424452		Glyptodon jatunkhirkhi	species	424452	Late Pleistocene		0.126	0.0117	73392
1520056	occ			212454	Glyptodon jatunkhirkhi	species	424452		Glyptodon jatunkhirkhi	species	424452	Late Pleistocene		0.126	0.0117	73392
1520057	occ			212455	Glyptodon jatunkhirkhi	species	424452		Glyptodon jatunkhirkhi	species	424452	Late Pleistocene		0.126	0.0117	73392
1520058	occ			212456	Panochthus n. sp. hipsilis	species	424453		Panochthus hipsilis	species	424453	Late Pleistocene		0.126	0.0117	73394
1520059	occ			212457	Panochthus hipsilis	species	424453		Panochthus hipsilis	species	424453	Late Pleistocene		0.126	0.0117	73394
1520060	occ			212458	Smilodon fatalis	species	51613		Smilodon fatalis	species	46515	Lujanian		0.781	0.012	73395
1520061	occ			212459	Mylodon darwini	species	379362		Mylodon darwini	species	379362	Lujanian		0.781	0.012	73396
1520062	occ			204208	n. gen. Mylodon n. sp. darwini	species	379362		Mylodon darwini	species	379362	Lujanian		0.781	0.012	73396
1520063	occ			212460	Mylodon darwini	species	379362		Mylodon darwini	species	379362	Pleistocene		2.588	0.0117	73396
1520064	occ			189512	Mylodon darwini	species	379362		Mylodon darwini	species	379362	Lujanian		0.781	0.012	73396
1520065	occ			212461	Mylodon darwini	species	379362		Mylodon darwini	species	379362	Ensenadan		1.2	0.781	73396
1520066	occ			212462	Mylodon darwini	species	379362		Mylodon darwini	species	379362	Pleistocene		2.588	0.0117	73396
1520067	occ			212463	Mylodon darwini	species	379362		Mylodon darwini	species	379362	Pleistocene		2.588	0.0117	73396
1520068	occ			212464	Mylodon darwini	species	379362		Mylodon darwini	species	379362	Late Pleistocene		0.126	0.0117	73396
1520070	occ			212465	Mylodon darwini	species	379362		Mylodon darwini	species	379362	Lujanian		0.781	0.012	73396
1520071	occ			71311	Thylamys pallidior	species	284755		Thylamys pallidior	species	284755	Late Pleistocene		0.126	0.0117	73397
1520072	occ			71311	Ctenomys sp.	genus	81628		Ctenomys	genus	81628	Late Pleistocene		0.126	0.0117	73397
1520073	occ			71311	Tympanoctomys barrerae	species	234833	species not entered	Tympanoctomys	genus	234833	Late Pleistocene		0.126	0.0117	73397
1520075	occ			71311	Galea leucoblephara	species	430840		Galea leucoblephara	species	430840	Late Pleistocene		0.126	0.0117	73397
1520076	occ			71311	Microcavia australis	species	263112		Microcavia australis	species	263112	Late Pleistocene		0.126	0.0117	73397
1520078	occ			71311	Akodon dolores	species	41728	species not entered	Akodon	genus	41728	Late Pleistocene		0.126	0.0117	73397
1520079	occ			71311	Graomys griseoflavus	species	380003		Graomys griseoflavus	species	380003	Late Pleistocene		0.126	0.0117	73397
1520080	occ			71311	Phyllotis xanthopygus	species	380009		Phyllotis xanthopygus	species	380009	Late Pleistocene		0.126	0.0117	73397
1520081	occ			71311	Eligmodontia sp.	genus	46031		Eligmodontia	genus	46031	Late Pleistocene		0.126	0.0117	73397
1520082	occ			212466	Thylamys pallidior	species	284755		Thylamys pallidior	species	284755	Holocene		0.0117	0	73397
1520083	occ			212466	Ctenomys sp.	genus	81628		Ctenomys	genus	81628	Holocene		0.0117	0	73397
1520084	occ			212466	Tympanoctomys barrerae	species	234833	species not entered	Tympanoctomys	genus	234833	Holocene		0.0117	0	73397
1520086	occ			212466	Galea leucoblephara	species	430840		Galea leucoblephara	species	430840	Holocene		0.0117	0	73397
1520087	occ			212466	Microcavia australis	species	263112		Microcavia australis	species	263112	Holocene		0.0117	0	73397
1520089	occ			212466	Akodon dolores	species	41728	species not entered	Akodon	genus	41728	Holocene		0.0117	0	73397
1520090	occ			212466	Graomys griseoflavus	species	380003		Graomys griseoflavus	species	380003	Holocene		0.0117	0	73397
1520091	occ			212466	Phyllotis xanthopygus	species	380009		Phyllotis xanthopygus	species	380009	Holocene		0.0117	0	73397
1520092	occ			212466	Calomys musculinus	species	379999		Calomys musculinus	species	379999	Holocene		0.0117	0	73397
1520093	occ			212466	Eligmodontia sp.	genus	46031		Eligmodontia	genus	46031	Holocene		0.0117	0	73397
1520094	occ			212466	Reithrodon auritus	species	231635		Reithrodon auritus	species	231634	Holocene		0.0117	0	73397
1520095	occ			212466	Oligoryzomys flavescens	species	263358		Oligoryzomys flavescens	species	263358	Holocene		0.0117	0	73397
1520096	occ			212467	Thylamys pallidior	species	284755		Thylamys pallidior	species	284755	Holocene		0.0117	0	73397
1520097	occ			212467	Ctenomys sp.	genus	81628		Ctenomys	genus	81628	Holocene		0.0117	0	73397
1520098	occ			212467	Tympanoctomys barrerae	species	234833	species not entered	Tympanoctomys	genus	234833	Holocene		0.0117	0	73397
1520100	occ			212467	Galea leucoblephara	species	430840		Galea leucoblephara	species	430840	Holocene		0.0117	0	73397
1520101	occ			212467	Microcavia australis	species	263112		Microcavia australis	species	263112	Holocene		0.0117	0	73397
1520103	occ			212467	Akodon dolores	species	41728	species not entered	Akodon	genus	41728	Holocene		0.0117	0	73397
1520104	occ			212467	Graomys griseoflavus	species	380003		Graomys griseoflavus	species	380003	Holocene		0.0117	0	73397
1520105	occ			212467	Phyllotis xanthopygus	species	380009		Phyllotis xanthopygus	species	380009	Holocene		0.0117	0	73397
1520106	occ			212467	Calomys musculinus	species	379999		Calomys musculinus	species	379999	Holocene		0.0117	0	73397
1520107	occ			212467	Eligmodontia sp.	genus	46031		Eligmodontia	genus	46031	Holocene		0.0117	0	73397
1520108	occ			212467	Reithrodon auritus	species	231635		Reithrodon auritus	species	231634	Holocene		0.0117	0	73397
1520109	occ			212467	Holochilus lagigliai	species	41785	species not entered	Holochilus	genus	41785	Holocene		0.0117	0	73397
1520110	occ			212468	Mylodon darwini	species	379362		Mylodon darwini	species	379362	Pleistocene		2.588	0.0117	73396
1520111	occ			212469	Mylodon darwini	species	379362		Mylodon darwini	species	379362	Pleistocene		2.588	0.0117	73396
1520112	occ			189512	Coendou cf. magnus	species	423663		Coendou magnus	species	423663	Lujanian		0.781	0.012	73398
1520113	occ			212470	Chaetophractus villosus	species	83806		Chaetophractus villosus	species	83806	Holocene		0.0117	0	73400
1520114	occ			212470	Chaetophractus cf. vellerosus	species	233289		Chaetophractus vellerosus	species	233288	Holocene		0.0117	0	73400
1520115	occ			212470	Zaedyus pichiy	species	83728		Zaedyus pichiy	species	83728	Holocene		0.0117	0	73400
1520116	occ			212470	Lama sp.	genus	42530		Lama	genus	42530	Holocene		0.0117	0	73400
1520117	occ			212470	Lycalopex gymnocercus	species	424455		Lycalopex gymnocercus	species	424455	Holocene		0.0117	0	73400
1520118	occ			212470	Lagostomus sp.	genus	42077		Lagostomus	genus	42077	Holocene		0.0117	0	73400
1520119	occ			212470	Dolichotis sp.	genus	42115		Dolichotis	genus	42115	Holocene		0.0117	0	73400
1520120	occ			212470	Microcavia australis	species	263112		Microcavia australis	species	263112	Holocene		0.0117	0	73400
1520121	occ			212470	Galea leucoblephara	species	430840		Galea leucoblephara	species	430840	Holocene		0.0117	0	73400
1520122	occ			212470	Ctenomys sp.	genus	81628		Ctenomys	genus	81628	Holocene		0.0117	0	73400
1520123	occ			212470	Reithrodon auritus	species	231635		Reithrodon auritus	species	231634	Holocene		0.0117	0	73400
1520124	occ			212470	Calomys sp.	genus	41746		Calomys	genus	104810	Holocene		0.0117	0	73400
1520125	occ			212470	Graomys griseoflavus	species	380003		Graomys griseoflavus	species	380003	Holocene		0.0117	0	73400
1520126	occ			212470	Akodon dolores	species	41728	species not entered	Akodon	genus	41728	Holocene		0.0117	0	73400
1520127	occ			212470	Eligmodontia typus	species	263111		Eligmodontia typus	species	263111	Holocene		0.0117	0	73400
1520128	occ			212470	Thylamys pallidior	species	284755		Thylamys pallidior	species	284755	Holocene		0.0117	0	73400
1520129	occ			212470	Lestodelphys halli	species	262559		Lestodelphys halli	species	262559	Holocene		0.0117	0	73400
1520144	occ			71280	Thylamys sp.	genus	39991		Thylamys	genus	39991	Late Pleistocene		0.126	0.0117	73399
1520147	occ			71280	Octodon degus	species	432581		Octodon degus	species	432581	Late Pleistocene		0.126	0.0117	73399
1520148	occ			71280	Octodon bridgesii	species	234831	species not entered	Octodon	genus	234831	Late Pleistocene		0.126	0.0117	73399
1520149	occ			71280	Octodon cf. lunatus	species	234831	species not entered	Octodon	genus	234831	Late Pleistocene		0.126	0.0117	73399
1520151	occ			71280	Spalacopus cyanus	species	234830	species not entered	Spalacopus	genus	234830	Late Pleistocene		0.126	0.0117	73399
1520152	occ			71280	Octodon sp.	genus	234831		Octodon	genus	234831	Late Pleistocene		0.126	0.0117	73399
1520154	occ			71280	Abrocoma bennettii	species	282543	species not entered	Abrocoma	genus	282543	Late Pleistocene		0.126	0.0117	73399
1520155	occ			71280	Abrocoma sp.	genus	282543		Abrocoma	genus	282543	Late Pleistocene		0.126	0.0117	73399
1520156	occ			71280	Myocastor coypus	species	231489		Myocastor coypus	species	231488	Late Pleistocene		0.126	0.0117	73399
1520157	occ			71280	Abrothrix cf. longipilis	species	379992		Abrothrix longipilis	species	379992	Late Pleistocene		0.126	0.0117	73399
