order;family;genus;accepted_name;status;gen_lvl_status;cc;state;locality;formation;period;epoch;Sub_epoch;stage;min_ma;max_ma;collection_no;authorizer;primary_reference
Rodentia;Abrocomidae;Protabrocoma;Protabrocoma_antiqua;extinct;extinct;Argentina;Catamarca;Puerta de Corral Quemado;Andalhuala;Neogene;Miocene;Huayquerian - Chapadmalan;Huayquerian - Chapadmalan;6.8;7.14;198548;P. Mannion;G. Esteban, N. Nasif, and S. M. Georgieff. 2014. CronobioestratigrafÌa del Mioceno tardÌo ñ Plioceno temprano, Puerta de Corral Quemado y Villavil, provincia de Catamarca, Argentina. Acta geolÛgica lilloana 26(2):165-192
Rodentia;Abrocomidae;Protabrocoma;Protabrocoma_antiqua;extinct;extinct;Argentina;Catamarca;BelÈn;;Neogene;Pliocene;Early Pliocene;Chapadmalan;3.6;5.333;198555;P. Mannion;G. Esteban, N. Nasif, and S. M. Georgieff. 2014. CronobioestratigrafÌa del Mioceno tardÌo ñ Plioceno temprano, Puerta de Corral Quemado y Villavil, provincia de Catamarca, Argentina. Acta geolÛgica lilloana 26(2):165-192
Rodentia;Acaremyidae;Acaremys;Acaremys;extinct;extinct;Argentina;Chubut;;;Neogene;Miocene;Burdigalian;Burdigalian;15.97;20.44;176205;J. Zijlstra;A. G. Kramarz, M. G. Vucetich, and A. A. Carlini, M. R. Ciancio, M. A. Abello, C. M. Deschamps, J. N. Gelfo. 2010. A new mammal fauna at the top of the Gran Barranca sequence and its biochronological significance.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Rodentia;Acaremyidae;Acaremys;Acaremys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176571;P. Mannion;M. S. Raigemborn, S. D. Matheos, and V. Krapovickas, S. F. Vizcaino, M. S. Bargo, R. F. Kay, J. C. Fernicola, L. Zapata. 2015. Paleoenvironmental reconstruction of the coastal Monte Leon and Santa Cruz formations (Early Miocene) at Rincon del Buque, Southern Patagonia: A revisited locality. Journal of South American Earth Sciences 60:31-55
Rodentia;Acaremyidae;Acaremys;Acaremys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176622;J. Zijlstra;J. C. Fernicola, J. I. CuitiÒo, and S. F. VizcaÌno, M. S. Bargo, R. F. Kay. 2014. Fossil localities of the Santa Cruz Formation (Early Miocene, Patagonia, Argentina) prospected by Carlos Ameghino in 1887 revisited and the location of the Notohippidian. Journal of South American Earth Sciences 52:94-107
Rodentia;Acaremyidae;Acaremys;Acaremys;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210787;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;Acaremyidae;Acaremys;Acaremys_major;extinct;extinct;Argentina;Santa Cruz;Killik Aike Norte;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176590;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_messor;extinct;extinct;Argentina;Santa Cruz;Barrancas del RÌo Santa Cruz;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176593;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_minutissimus;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176593;P. Mannion;M. Arnal, M. G. Vucetich, and D. A. Croft, M. S. Bargo, J. C. FernÌcola, S. F. Viscaino. 2017. Systematic revision and evolutionary history of Acarechimys Patterson in Kraglievich 1965 (Rodentia, Caviomorpha, Octodontoidea). Ameghiniana 54(3):307-330
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Chubut;Gran Barranca;Sarmiento (Colhue Huapi mb);Neogene;Miocene;Early Miocene;Colhuehuapian;15.97;23.03;141368;C. Jaramillo;M. G. Vucetich and A. G. Kramarz. 2003. New Miocene rodents from Patagonia (Argentina) and their bearing on the early radiation of the Octodontoids (Hystricognathi). Journal of Vertebrate Paleontology 23(2):435-444
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;Estancia Halliday;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;59324;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;Gobernador Gregores;Pinturas;Neogene;Miocene;Burdigalian;Burdigalian;18;19;59333;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;Karaiken;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;59334;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;Puesto Estancia La Costa;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;142533;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176563;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176570;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;RÌo Pinturas (Los Toldos);Pinturas;Neogene;Miocene;Burdigalian;Burdigalian;18;19;176589;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;Monte ObservaciÛn;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176593;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;Lago Cardiel;Pinturas;Neogene;Miocene;Burdigalian;Burdigalian;18;19;176596;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;Monte LeÛn;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176596;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_murinus;extinct;extinct;Argentina;Santa Cruz;Segundas Barrancas Blancas (Ea. CordÛn Alto);Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;210638;P. Mannion;M. Arnal, M. E. Perez, and C. M. Deschamps. 2019. Revision of the Miocene caviomorph rodents from the RÌo Santa Cruz (Argentinean Patagonia).  In J. C. Fernicola, M. S. Bargo, S. F. VizcaÌno, R. F. Kay (eds.), EarlyñMiddle Miocene Paleontology in the RÌo Santa Cruz, Southern Patagonia, Argentina. 130 years since Ameghino, 1887. PublicaciÛn ElectrÛnica de la AsociaciÛn PaleontolÛgica Argentina. 19(2):193-229
Rodentia;Acaremyidae;Acaremys;Acaremys_preminutus;extinct;extinct;Argentina;Chubut;Bryn Gwyn;Sarmiento (Trelew mb);Neogene;Miocene;Early Miocene;Colhuehuapian;15.97;23.03;27311;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_tricarinatus;extinct;extinct;Argentina;Santa Cruz;Estancia La Bajada;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176570;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_tricarinatus;extinct;extinct;Argentina;Santa Cruz;Barrancas del RÌo Santa Cruz;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176593;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Acaremys;Acaremys_tricarinatus;extinct;extinct;Argentina;Santa Cruz;Monte ObservaciÛn;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176620;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Changquin;Changquin_woodi;extinct;extinct;Argentina;Chubut;Laguna Los Machos;Sarmiento;Paleogene;Oligocene;Late Oligocene;Deseadan;23.03;27.82;49783;J. Zijlstra;M. G. Vucetich, M. E. PÈrez, and M. R. Ciancio, A. A. Carlini, R. H. Madden, M. J. Kohn. 2014. A new acaremyid rodent (Caviomorpha, Octodontoidea) from Scarritt Pocket, Deseadan (late Oligocene) of Patagonia (Argentina). Journal of Vertebrate Paleontology 34(3):689-698
Rodentia;Acaremyidae;Galileomys;Galileomys_antelucanus;extinct;extinct;Argentina;Chubut;Bryn Gwyn;Sarmiento (Trelew mb);Neogene;Miocene;Early Miocene;Colhuehuapian;15.97;23.03;27311;J. Zijlstra;M. G. Vucetich, A. G. Kramarz, and A. M. Candela. 2010. Colhuehuapian rodents from Gran Barranca and other Patagonian localities: the state of the art.  In R. H. Madden, A. A. Carlini, M. G. Vucetich, R. F. Kay (eds.), The Paleontology of Gran Barranca: Evolution and Environmental Change through the Middle Cenozoic of Patagonia. Cambridge University Press.
Rodentia;Acaremyidae;Galileomys;Galileomys_antelucanus;extinct;extinct;Argentina;Chubut;;;Neogene;Miocene;Early Miocene;Colhuehuapian;15.97;23.03;141368;C. Jaramillo;M. G. Vucetich and A. G. Kramarz. 2003. New Miocene rodents from Patagonia (Argentina) and their bearing on the early radiation of the Octodontoids (Hystricognathi). Journal of Vertebrate Paleontology 23(2):435-444
Rodentia;Acaremyidae;Galileomys;Galileomys_baios;extinct;extinct;Argentina;Chubut;Cabeza Blanca;Sarmiento;Paleogene;Oligocene;Late Oligocene;Deseadan;23.03;27.82;14211;J. Zijlstra;M. Vucetich, M. Dozo, and M. Arnal, M. PÈrez. 2015. New rodents (Mammalia) from the late Oligocene of Cabeza Blanca (Chubut) and the first rodent radiation in Patagonia. Historical Biology 27(2):236-257
Rodentia;Acaremyidae;Galileomys;Galileomys_colloncurensis;extinct;extinct;Argentina;NeuquÈn;CaÒadÛn del Tordillo;CollÛn Cur·;Neogene;Miocene;Middle Miocene;Colloncuran;11.63;15.97;141175;C. Jaramillo;M. G. Vucetich and A. G. Kramarz. 2003. New Miocene rodents from Patagonia (Argentina) and their bearing on the early radiation of the Octodontoids (Hystricognathi). Journal of Vertebrate Paleontology 23(2):435-444
Rodentia;Acaremyidae;Galileomys;Galileomys_eurygnathus;extinct;extinct;Argentina;Santa Cruz;RÌo Pinturas (Portezuelo Sumich Sur);Pinturas;Neogene;Miocene;Burdigalian;Burdigalian;18;19;59133;D. Croft;A. G. Kramarz. 2004. Octodontoids and erethizontoids (Rodentia, Hystricognathi) from the Pinturas Formation, Early-Middle Miocene of Patagonia, Argentina. Ameghiniana 41(2):199-216
Rodentia;Acaremyidae;Galileomys;Galileomys_eurygnathus;extinct;extinct;Argentina;Santa Cruz;RÌo Pinturas (Estancia El Carmen);Pinturas;Neogene;Miocene;Burdigalian;Burdigalian;18;19;59319;D. Croft;A. G. Kramarz. 2004. Octodontoids and erethizontoids (Rodentia, Hystricognathi) from the Pinturas Formation, Early-Middle Miocene of Patagonia, Argentina. Ameghiniana 41(2):199-216
Rodentia;Acaremyidae;Galileomys;Galileomys_eurygnathus;extinct;extinct;Argentina;Santa Cruz;RÌo Pinturas (Cerro de los Monos);Pinturas;Neogene;Miocene;Burdigalian;Burdigalian;18;19;59320;D. Croft;A. G. Kramarz. 2004. Octodontoids and erethizontoids (Rodentia, Hystricognathi) from the Pinturas Formation, Early-Middle Miocene of Patagonia, Argentina. Ameghiniana 41(2):199-216
Rodentia;Acaremyidae;Galileomys;Galileomys_eurygnathus;extinct;extinct;Argentina;Santa Cruz;RÌo Pinturas (Loma de la lluvia);Pinturas;Neogene;Miocene;Burdigalian;Burdigalian;18;19;59321;D. Croft;A. G. Kramarz. 2004. Octodontoids and erethizontoids (Rodentia, Hystricognathi) from the Pinturas Formation, Early-Middle Miocene of Patagonia, Argentina. Ameghiniana 41(2):199-216
Rodentia;Acaremyidae;Galileomys;Galileomys_eurygnathus;extinct;extinct;Argentina;Santa Cruz;RÌo Pinturas (Los Toldos);Pinturas;Neogene;Miocene;Burdigalian;Burdigalian;18;19;59322;D. Croft;A. G. Kramarz. 2004. Octodontoids and erethizontoids (Rodentia, Hystricognathi) from the Pinturas Formation, Early-Middle Miocene of Patagonia, Argentina. Ameghiniana 41(2):199-216
Rodentia;Acaremyidae;Galileomys;Galileomys_eurygnathus;extinct;extinct;Argentina;Santa Cruz;RÌo Pinturas (Portezuelo Sumich Norte);Pinturas;Neogene;Miocene;Burdigalian;Burdigalian;18;19;59323;D. Croft;A. G. Kramarz. 2004. Octodontoids and erethizontoids (Rodentia, Hystricognathi) from the Pinturas Formation, Early-Middle Miocene of Patagonia, Argentina. Ameghiniana 41(2):199-216
Rodentia;Acaremyidae;Galileomys;Galileomys_eurygnathus;extinct;extinct;Argentina;Santa Cruz;RÌo Pinturas (Estancia Ana Maria);Pinturas;Neogene;Miocene;Burdigalian;Burdigalian;18;19;59325;D. Croft;A. G. Kramarz. 2004. Octodontoids and erethizontoids (Rodentia, Hystricognathi) from the Pinturas Formation, Early-Middle Miocene of Patagonia, Argentina. Ameghiniana 41(2):199-216
Rodentia;Acaremyidae;Platypittamys;Platypittamys_brachyodon;extinct;extinct;Argentina;Chubut;Laguna Los Machos;Sarmiento;Paleogene;Oligocene;Late Oligocene;Deseadan;23.03;27.82;49783;J. Alroy;A. E. Wood. 1949. A new Oligocene rodent genus from Patagonia. American Museum Novitates 1435:1-54
Rodentia;Acaremyidae;Pseudoacaremys;Pseudoacaremys_kramarzi;extinct;extinct;Argentina;Santa Cruz;Killik Aike Norte;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176565;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Pseudoacaremys;Pseudoacaremys_kramarzi;extinct;extinct;Argentina;Santa Cruz;;;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176590;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Acaremyidae;Pseudoacaremys;Pseudoacaremys_kramarzi;extinct;extinct;Argentina;Santa Cruz;Barrancas del RÌo Santa Cruz;Santa Cruz;Neogene;Miocene;Early Miocene;Santacrucian;15.97;23.03;176593;J. Zijlstra;M. Arnal and M. Vucetich. 2015. Revision of the fossil rodent Acaremys Ameghino, 1887 (Hystricognathi, Octodontoidea, Acaremyidae) from the Miocene of Patagonia (Argentina) and the description of a new acaremyid. Historical Biology 27(1):42-59
Rodentia;Adelphomyidae;Eodelphomys;Eodelphomys_almeidacomposi;extinct;extinct;Peru;Departamento de Ucayali;Santa Rosa;;Paleogene;Oligocene;Rupelian;Rupelian;27.82;31.1;149523;C. Jaramillo;C. D. Frailey and K. E. Campbell, Jr. 2004. Paleogene Rodents from Amazonian Peru: The Santa Rosa Local Fauna. Natural History Museum of Los Angeles County Science Series 40:71-130
Rodentia;Adelphomyidae;Ricardomys;Ricardomys_longidens;extinct;extinct;Colombia;Huila;La Venta (V-4528);Villavieja (Cerro Colorado Mb);Neogene;Miocene;Middle Miocene;Laventan;11.63;15.97;141256;C. Jaramillo;A. H. Walton. 1990. Rodents of the La Venta Fauna, Miocene, Colombia: Biostratigraphy and Paleoenvironmentl implications. Southern Methodist University
Rodentia;Adelphomyidae;Ricardomys;Ricardomys_longidens;extinct;extinct;Colombia;Huila;La Venta (Duke locality 32);Villavieja (Cerro Colorado Mb);Neogene;Miocene;Middle Miocene;Laventan;11.63;15.97;195251;A. C·rdenas;A. H. Walton. 1997. Rodents.  In R. F. Kay, R. H. Madden, J. J. Flynn. (eds.), Vertebrate Paleontology in the Neotropics. The Miocene fauna of La Venta, Colombia. Smithsonian Institution Press.
Rodentia;Adelphomyidae;Ricardomys;Ricardomys_longidens;extinct;extinct;Peru;San MartÌn;Shapaja (TAR-31);;Neogene;Miocene;Middle Miocene;Laventan;11.63;15.97;;Newly entered;M. Boivin, L. Marivaux, and W. Aguirre?Diaz, M. Andriolli CustÛdio, A. Benites?Palomino, F. Pujos, M. Roddaz, R. Salas?Gismondi, J. V. Tejada?Lara, J. Yans, P.?O. Antoine. 2021. Eocene caviomorph rodents from Balsayacu (Peruvian Amazonia). PalZ
Rodentia;Caviidae;Allocavia;Allocavia_chasicoense;extinct;extinct;Argentina;Buenos Aires;Arroyo ChasicÛ;Arroyo ChasicÛ;Neogene;Miocene;Late Miocene;Chasicoan;5.333;11.63;206218;P. Mannion;R. Pascual. 1962. Un nuevo Caviinae (Rodentia, Caviidae) de la formacion Arroyo Chasico (Plioceno inferior) de la provincia de Buenos Aires. Ameghiniana 2(9):169-174
Rodentia;Caviidae;Anatochoerus;Anatochoerus;extinct;extinct;Argentina;Entre Rios;;;Neogene;Miocene;Late Miocene;Huayquerian;5.333;11.63;55600;C. Jaramillo;A. L. Cione, M. M. Azpelicueta, and M. Bond, A. A. Carlini, J. R. Casciotta, M. A. Cozzuol, M. Fuente, Z. Gasparini, F. J. Goin, J. Noriega, G. J. Scillato-Yane, L. Soibelzon, E. P. Tonni, D. H. Verzi, M. G. Vucetich. 2000. Miocene vertebrates from Entre Rios province, eastern Argentina. Serie Correlacion Geologica 14:191-237
